#1.2																																	
22283	32																																
NAME	Description	GM10832_0GY	GM10835_0GY	GM7057_0GY	GM13113_0GY	GM10860_0GY	GM03187_0GY	GM08390_0GY	GM09585_0GY	GM09583_0GY	GM00736_0GY	GM03189_0GY	GM09586_0GY	GM08436_0GY	GM13819_0GY	GM00718_0GY	NML37_0GY	NML47_0GY	NML50_0GY	GM10833_0GY	GM6990_0GY	GM10834_0GY	GM10861_0GY	BR51_0GY	BR258_0GY	GM03188_0GY	GM08388_0GY	GM09579_0GY	GM01526_0GY	GM015785_0GY	GM015786_0GY	GM01525_0GY	GM00719_0GY
212770_at	na	79.57843	98.49887	109.57639	34.473774	24.829006	100.466	123.014656	123.638596	114.66719	10.86329	176.66066	110.87622	77.80287	106.1412	10.509275	107.39474	175.94742	95.71536	98.85258	129.08295	66.632835	110.86509	142.92615	119.334404	108.77676	136.09961	112.559685	132.55106	71.99107	98.860245	94.943436	44.16941
208037_s_at	na	24.74073	25.285784	26.758999	64.405396	80.02034	35.32754	22.32885	15.585281	10.432835	21.464811	48.72265	71.00599	26.309313	30.579054	55.924355	32.80134	20.527199	19.790771	17.307913	20.292517	68.790016	60.60276	53.17171	19.590433	35.18006	31.414902	45.050453	48.40878	42.61809	50.2579	13.758122	63.064106
202668_at	na	2.5505908	2.4789984	19.815207	3.1445673	25.822168	9.441895	14.418999	18.437944	3.383622	29.317793	19.27008	30.930252	20.943598	10.862058	3.940978	11.855906	3.2879062	2.7886994	9.234758	1.2213088	7.310437	52.749268	31.149641	15.887363	13.790585	22.873087	6.2459326	1.3484339	28.12638	19.630146	19.211792	2.9446275
201275_at	na	407.32935	691.4753	699.4599	212.54944	213.38756	518.5616	496.34314	640.6664	213.35616	167.792	527.9017	396.33884	605.6334	326.80624	169.2744	548.632	548.7249	576.81104	400.28906	504.68243	201.93585	142.27905	409.94376	539.4536	668.28046	455.27884	343.5263	511.32614	636.77814	480.93857	168.568	152.50717
200074_s_at	na	1854.9171	1755.9573	1256.572	1302.8989	1302.1749	1262.0312	1826.6812	2357.6218	1440.0131	888.303	1696.2598	1057.383	1907.3385	1346.7771	891.0364	1524.1754	1740.7242	1512.1049	1638.2114	1461.0612	1091.5321	1025.9275	1430.8551	1615.3746	1715.3799	1581.5648	1330.1179	1266.4491	1771.2607	1806.9194	1103.0048	1270.9749
214193_s_at	na	2.2955315	17.683521	22.69434	25.855331	7.235882	8.2749195	25.377438	21.081877	12.782572	28.532494	24.90877	21.990278	21.376318	25.738354	29.088173	12.646299	1.6883843	3.1485317	29.330523	4.603395	31.279083	4.4503107	32.960667	16.723541	26.314688	21.069815	32.82437	4.0453014	21.815475	14.89999	17.848375	19.508156
220566_at	na	170.12439	79.74112	122.955894	188.0917	126.131355	121.57766	139.5759	115.63722	124.53609	159.54639	145.40152	116.733444	78.0625	61.63037	95.521805	123.69661	146.08966	131.87851	64.06251	187.42395	123.31869	106.41479	142.70882	154.81221	60.50971	96.52252	157.74303	128.77544	110.401886	128.06897	121.46811	122.57012
218286_s_at	na	172.54747	159.64749	76.127655	73.722626	53.063137	112.347946	85.93723	140.89374	65.13473	57.98117	154.16064	56.414314	151.192	55.72708	40.160442	132.19334	155.77567	109.47894	110.58478	90.376854	53.929455	77.74955	75.62843	120.17058	128.19614	109.71488	59.5357	81.31056	119.439735	89.63645	51.31408	60.24217
215058_at	na	27.29132	12.229726	11.34717	4.0762906	10.215363	5.5166125	4.6140795	6.888138	0.751916	9.16181	12.317523	26.20337	4.3271894	3.660041	9.946279	16.697065	1.8661089	2.5188253	17.540234	8.549163	4.9135723	24.869383	20.935455	14.334463	7.0360126	17.368359	10.89716	4.7195187	10.362351	3.4293628	26.896511	2.5765488
216616_at	na	52.41464	3.7184978	1.3548859	2.2128434	6.100842	10.927137	2.1422513	11.619385	1.503832	3.795607	13.0292015	4.5213656	8.135117	2.1251853	2.6273189	2.5687795	1.2440726	5.397483	1.916648	2.9123518	3.3556104	21.466204	2.535436	2.1501694	1.4072025	2.7523632	13.555003	1.2135904	1.1686862	6.6222177	1.2394705	12.882745
211258_s_at	na	12.880484	43.713005	48.606537	87.93141	132.09032	53.893063	47.623894	42.442062	10.714803	37.694305	70.18251	14.488922	7.962029	63.165226	48.98073	36.950905	26.658699	31.935106	33.45422	32.129818	83.05136	61.519	17.530727	20.546064	18.856512	35.116356	41.32947	45.981594	14.959184	51.7952	60.238262	84.90342
204646_at	na	10.202363	14.791357	2.032329	14.791112	16.174324	6.047056	10.793651	2.1568916	1.5978215	27.223663	25.675194	10.686864	38.685078	22.078314	9.946279	20.155039	9.508269	2.069035	20.037683	0.4697342	27.563944	32.984657	32.743343	16.006817	20.967316	18.507269	0.93024534	12.135904	16.283693	19.393637	15.4933815	16.318144
217967_s_at	na	117.96482	246.82562	58.344776	168.40904	166.70905	106.19479	109.58439	169.83783	102.07259	141.09187	241.04024	131.42789	130.76767	167.41737	63.993977	136.24411	253.25764	190.89098	162.79892	127.01612	67.711426	194.76654	113.65996	130.08525	86.68367	107.8167	116.14777	239.61668	77.13329	112.10469	147.12514	70.54837
217171_at	na	40.93698	30.409046	17.359476	33.076187	25.112768	9.441895	21.01054	8.627566	28.948765	8.114746	12.317523	7.2958403	14.193182	16.411152	5.817634	30.430157	27.191874	43.629654	11.73221	29.499308	22.410685	10.602211	9.562215	23.771318	20.685877	10.724726	6.1130404	17.664484	50.87681	2.6015856	21.442839	9.201961
209957_s_at	na	69.63113	40.490307	39.799774	69.995735	102.721146	82.32484	50.83727	33.884075	35.99798	77.74451	41.167896	57.23638	24.145718	46.754074	37.533127	46.33683	19.90516	37.692425	31.01485	21.70172	23.609118	53.14194	53.46148	51.48461	40.808872	27.333813	16.611525	46.925495	55.395725	40.797592	98.413956	77.05109
218844_at	na	16.068722	25.285784	31.331738	30.630413	26.247807	18.88379	41.44432	45.78177	24.62525	45.4164	51.843086	18.90753	31.848116	7.9104114	13.136594	10.867913	24.614866	38.68196	27.471954	40.303196	32.117985	19.37194	34.481926	31.177458	22.233799	28.947268	43.987312	17.93417	28.827593	30.036488	24.78941	31.04128
222047_s_at	na	417.78677	379.45203	290.53836	296.17163	312.98737	456.39365	385.8524	550.2857	389.86844	325.7678	446.77023	379.8975	347.90604	266.35657	228.95207	454.18	405.92313	415.5162	406.9102	351.07935	336.99918	480.24088	334.09802	405.9042	314.50977	390.1712	386.05182	405.6089	336.73746	322.8331	308.87604	270.29227
207342_at	na	13.900719	9.83336	0.67744297	7.1043925	2.8376007	3.0765727	3.1309826	2.6439316	1.127874	5.6279693	3.6678846	12.330997	3.288664	1.6529218	10.69694	4.0507674	1.2440726	3.6882799	0.69696295	2.9123518	5.1532593	8.377055	16.806318	2.7474387	1.6886431	1.8981814	3.5880892	1.0787472	4.7526574	2.6015856	14.129963	32.513596
205914_s_at	na	7.0141244	2.313732	1.1855252	4.8915486	4.114521	5.6227016	2.389434	2.3656232	5.7333593	3.795607	3.0656946	1.952408	2.7694013	4.722634	4.128644	2.1735828	2.488145	3.508364	1.8585678	1.4092026	5.632632	8.638838	3.332287	4.1808853	4.7844887	2.7523632	3.4551969	1.8878074	2.25946	3.9023783	3.7184114	3.803477
215021_s_at	na	6.2489476	2.3963652	2.2016897	2.6787052	4.823921	4.031371	2.8837998	1.7394288	3.195643	3.664724	2.2445264	2.9799912	3.9810145	2.1251853	11.822935	2.4699802	2.9324567	1.8891189	2.2651296	2.9123518	1.9174918	5.366551	3.694492	1.3139925	1.4072025	0.9490907	1.8604907	2.9665546	4.9863944	1.6555544	2.6028879	1.963085
208590_x_at	na	7.0141244	1.8179322	2.1170094	1.6305163	2.2700806	4.349637	3.213377	3.4092805	2.1617584	1.5705961	1.697081	5.035157	1.3847007	2.0071194	3.00265	3.1615748	6.5758123	2.8786576	1.1616049	1.5031494	1.7976484	4.1885276	3.187405	1.672354	15.901388	1.1389089	2.5249517	2.2923377	3.350234	2.4833314	1.4873646	1.8403921
222233_s_at	na	63.50971	57.92593	24.472628	119.72649	78.74342	43.496372	108.67805	67.211525	58.743435	42.013443	91.75186	92.585236	69.49467	117.35745	45.03975	93.85925	73.66687	72.77606	82.5901	49.228146	67.47174	50.91679	99.17176	75.49484	50.94073	66.72108	67.50923	94.39037	71.44568	42.334892	82.176895	72.63415
203439_s_at	na	106.86976	77.01421	105.68111	45.188595	79.45282	77.12649	96.483696	44.042336	70.86808	34.683994	104.56209	94.53764	58.93632	87.01453	39.409782	104.13437	75.355255	126.93081	107.15805	61.53518	51.17306	65.05307	78.236305	124.23201	73.45597	109.80979	70.69865	64.994514	112.19388	72.60789	74.86402	93.24654
217286_s_at	na	74.85984	36.606544	73.58724	58.11626	28.517887	58.667057	47.706287	92.32888	39.09963	67.66651	47.1898	37.712303	14.798989	27.86354	63.806313	51.968384	67.44651	65.30954	51.86566	80.418495	90.002266	51.440353	75.12134	53.75424	42.497517	82.57089	60.73173	16.31605	69.186226	56.052345	107.214195	44.046722
207918_s_at	na	1.7854135	2.7268982	1.8629682	1.5140508	1.9863205	4.031371	0.9063371	1.2523887	2.819685	1.832362	2.0802927	2.3634412	0.5192628	1.6529218	1.6889906	1.1855906	0.97748566	3.4184058	1.6262468	1.78499	3.2357674	5.6283345	2.0283487	0.5972693	0.84432155	0.7592726	0.93024534	1.0787472	1.6361606	1.5373005	1.6113116	4.048863
213930_at	na	5.993888	20.493053	11.516531	14.558181	10.0734825	9.654073	9.145765	16.35063	17.106089	21.988344	15.547451	12.330997	15.0586195	15.702758	13.887257	9.879921	8.175334	11.784505	12.487252	11.367568	11.385107	22.12066	17.168524	25.324219	9.146816	8.731634	12.358974	3.3710847	20.101402	12.061896	27.26835	22.943556
204890_s_at	na	81.49138	188.07335	318.48288	125.08389	266.02505	373.8566	267.8638	330.90894	241.27106	171.58763	229.21542	359.1403	258.41977	314.88162	224.44809	312.4031	225.266	256.38043	154.84193	372.4992	511.25125	222.77731	245.64752	222.78145	291.0095	230.81886	221.53128	376.0782	298.5604	301.54742	117.37785	175.45071
215309_at	na	1.5303545	0.4131664	0.42340186	2.56224	1.2769203	0.74262094	1.2359142	3.4788575	0.187979	11.910354	0.4927009	1.644133	0.34617516	1.4167902	2.4396532	0.6915945	0.266587	0.5397483	0.11616049	0.28184053	0.9587459	1.4398065	6.8818974	0.5972693	0.70360124	0.18981814	0.3986766	0.2696868	1.4024234	0.7095233	0.7436823	0.61346406
222058_at	na	28.821676	8.015429	22.440298	46.702644	67.5349	38.404114	35.182358	11.688961	15.03832	37.95607	33.94162	48.19365	24.318806	46.163742	65.30764	40.310078	29.146843	24.738462	32.583015	26.49301	39.30858	87.04284	33.757515	26.757664	39.54239	24.296722	15.14971	7.95576	31.00914	36.303944	42.885677	30.182432
221251_x_at	na	10.712481	9.420194	6.096987	5.3574104	7.803402	3.1826613	9.063371	9.740801	16.82412	6.9367995	2.682483	7.7068734	5.6253467	8.382675	3.1903157	5.137559	20.793785	9.355637	5.6337833	9.770471	6.5913777	6.8063574	8.692923	6.80887	3.2365656	6.2639985	5.7143645	7.0118556	9.6611395	4.7301555	5.9494586	2.5765488
216313_at	na	1.7854135	1.5700324	1.1008449	2.329309	4.823921	4.4557257	0.57675993	0.6957715	1.7858005	1.439713	0.7116791	0.9248248	0.7788941	1.534856	1.6889906	1.0867914	0.71089864	1.2594126	1.1616049	1.2213088	3.71514	3.7958534	1.2314974	1.4334464	3.0958455	1.4236361	2.126275	0.9439037	2.5711095	1.4190466	1.3634175	1.963085
213735_s_at	na	513.68896	1159.345	697.0888	466.21118	582.1338	871.2005	690.21686	1460.5635	594.7655	596.5647	959.23395	553.148	1191.1887	743.2245	283.9381	940.37085	733.0254	769.50116	906.5745	622.11597	631.0944	486.91635	881.7521	756.6208	1292.9376	736.11475	622.7328	733.4132	930.27423	877.0891	482.77374	520.831
202640_s_at	na	73.712074	45.28304	43.695072	61.95962	83.99298	75.53516	56.02811	75.2129	67.57845	43.06051	55.291992	54.77018	35.39641	30.10679	35.093475	76.56939	67.62423	61.71122	67.60541	55.992313	12.463696	83.1161	60.633133	63.429996	44.186157	60.26726	47.84119	70.657936	41.215668	49.54838	65.196144	39.997856
217429_at	na	4.8461223	23.633118	17.105436	5.5903416	37.17257	8.699274	5.932388	24.491158	19.549814	23.951588	48.229946	37.301266	25.443874	4.3684363	35.093475	6.1255507	18.394503	10.165259	20.966967	10.99178	43.263405	7.0681405	30.49767	14.095555	4.503048	2.562545	18.737799	23.462748	13.2451105	24.242046	4.957882	47.236732
201121_s_at	na	28.056498	247.48668	124.226105	183.89894	164.58084	192.33884	235.40047	246.9293	171.15488	171.58763	269.78113	202.43387	211.59958	181.70332	95.33414	235.24092	253.16878	233.89093	244.51782	165.81616	179.16563	187.6984	271.43652	180.01697	186.03217	266.31485	168.3744	249.19058	229.99745	196.89272	186.7882	155.81987
207112_s_at	na	33.92286	41.06874	29.807491	9.783097	34.19309	17.610725	23.070398	24.212849	7.0492125	28.79426	30.547457	43.466766	10.644887	26.800947	44.664417	2.766378	4.798566	6.1171474	1.6262468	14.56176	48.057133	42.27795	3.694492	3.9419773	4.6437683	8.067271	12.358974	8.629977	15.582483	21.167446	53.29723	43.924026
213218_at	na	48.588753	15.948222	15.581188	30.048084	29.936687	7.6383867	32.13377	21.708073	4.793464	10.732406	37.82848	31.957836	31.155766	29.634527	26.836185	30.23256	31.546127	11.334714	30.666368	13.528344	15.819306	41.099926	36.00319	10.153578	22.65596	23.727268	6.3788257	7.8209167	23.60746	39.4968	45.73646	35.212837
211434_s_at	na	4.0809455	8.759128	5.673585	16.538094	21.565765	13.048911	6.838725	4.035475	3.571601	16.229492	6.076645	7.7068734	6.4907846	22.904774	9.195616	8.694331	4.3542542	8.006266	3.600975	5.448917	2.8762376	37.696747	11.880327	9.914671	3.5180063	4.8403625	4.119658	7.8209167	11.60895	8.514279	6.3212996	19.753544
219944_at	na	23.210377	9.420194	31.247059	29.931622	23.126444	30.977903	53.14431	42.72037	21.993542	30.233974	33.558407	41.822636	12.289218	35.18362	26.460854	39.914883	36.433556	45.60873	40.65617	26.962744	4.1945133	55.3671	20.718134	48.378815	33.632137	41.095627	54.884476	37.48646	30.385841	34.175373	50.44645	44.782875
215507_x_at	na	19.0019	25.69895	19.561167	25.389467	38.73325	24.294313	36.253483	8.697144	38.159733	27.48543	21.733585	21.88752	16.097145	20.42539	26.836185	19.661043	54.828056	15.202909	17.075592	23.674604	36.552185	37.304073	32.960667	15.767909	41.371754	17.558178	26.977114	43.68926	30.385841	29.445217	15.369433	37.175922
211609_x_at	na	437.6814	401.76303	349.39124	163.1681	164.29709	440.16205	321.74966	546.1111	306.7817	255.09096	416.44177	209.72972	348.85803	262.93265	133.99326	430.46817	392.2383	412.90744	311.31012	314.06427	169.33849	151.04878	377.2004	288.00327	374.0344	345.56393	292.09705	378.5054	340.86682	342.345	192.24188	143.4279
208573_s_at	na	47.951103	38.01131	26.081554	59.979706	60.582775	55.272217	31.968979	19.899065	28.478817	76.43568	50.748196	39.870224	33.75208	29.280329	45.227417	57.599937	28.702532	29.146408	23.5225	38.42426	67.83127	42.408844	35.640984	33.68599	48.126328	29.991266	29.236282	75.64714	49.396473	39.4968	59.742477	51.040207
32094_at	na	33.41274	4.2969303	6.435708	27.718777	31.071728	15.382863	12.935902	8.975452	9.680919	37.170773	23.047453	33.088177	4.7599087	20.071194	14.825585	7.50874	5.154015	5.667357	7.956993	3.1002457	29.002064	14.659846	39.5528	20.068247	10.554019	7.8774533	11.694513	10.38294	7.0121174	11.825389	11.403129	12.023896
57703_at	na	60.321472	45.944103	24.218586	6.6385303	27.950369	44.026814	29.24997	41.398407	28.00887	12.564769	36.35038	25.073029	33.75208	20.779589	10.884607	37.840096	26.836424	40.211246	24.335623	26.774849	27.084572	40.707253	33.322872	21.262787	30.677013	32.74363	22.857458	19.14776	34.904762	26.843634	21.566786	12.023896
204527_at	na	66.0603	89.98764	61.477947	69.06401	111.51771	75.64125	81.07597	90.93733	48.49858	59.944412	106.69712	49.632263	76.15854	61.158108	48.417732	96.13164	57.316204	76.82417	122.026596	51.29497	71.306725	84.03233	82.43789	91.3822	64.87203	81.52689	70.43286	41.666607	85.93739	56.761864	33.093864	52.757908
201251_at	na	2981.7683	1888.5836	2833.1511	3121.6235	3640.6416	4360.7764	3112.4438	2685.1912	3377.7947	2201.8447	2490.658	2789.5798	2027.2883	3564.9983	1995.2609	4165.3745	2886.9595	3389.8892	2765.4326	3030.9128	3452.6836	3488.2583	2853.8867	3262.4045	2088.1477	3529.8582	3159.9106	3818.495	2963.009	3865.601	3428.7473	2908.9238
208042_at	na	21.042374	73.46099	25.827513	34.24084	44.97597	61.955807	50.50769	60.949585	40.039524	157.45226	104.06939	82.20665	44.48351	38.725597	66.80896	33.196533	69.134895	44.979023	56.337837	68.76908	21.81147	59.817413	69.47094	55.784954	40.949593	48.593445	97.14419	93.311615	65.52434	42.68965	66.55956	38.157463
218512_at	na	245.87695	351.52197	225.50381	308.28406	318.5207	280.0742	260.03635	323.3946	243.62079	225.38052	347.84686	245.79788	318.65427	236.24977	199.11324	352.318	311.3736	319.80087	237.14163	196.91258	285.8261	330.37012	340.69012	262.7985	225.856	284.06284	257.94376	303.26276	236.15253	238.39984	260.16486	206.98277
207644_at	na	16.19625	2.4789984	2.5404112	17.702747	21.565765	18.353346	23.647158	2.9222403	11.27874	40.966377	3.2846727	24.970268	8.827467	38.3714	35.281136	9.879921	3.7322178	3.508364	1.5681666	1.9728835	18.336016	47.906284	12.242533	6.2116003	14.916347	12.33818	4.518335	4.8543615	18.465242	3.4293628	9.172082	30.918589
204845_s_at	na	1.402825	0.578433	2.5404112	17.353352	6.810242	23.657782	7.415485	1.391543	0.751916	8.900044	2.189782	1.8496495	0.34617516	3.5419755	4.691641	7.3111415	1.2440726	7.466518	1.6262468	5.261023	35.833126	2.2251554	4.5637846	0.9556309	3.6587262	0.18981814	1.3289219	2.9665546	1.324511	2.3650777	4.2141995	12.146588
215126_at	na	81.10879	51.232635	63.086876	95.50167	84.27674	55.590485	45.728825	42.789948	48.21661	147.8978	75.38324	63.812912	35.569496	52.539303	88.39051	59.18073	52.073322	68.54803	38.971844	74.49985	99.709564	49.869656	69.25362	63.668907	42.778954	32.74363	61.79487	80.23181	73.31558	59.481705	92.09266	93.86
205776_at	na	15.686133	5.866963	11.685891	9.550167	47.24605	8.062742	5.273234	16.35063	19.455826	47.24876	20.474463	10.686864	16.87604	10.50786	32.090824	2.4699802	4.1765294	12.41421	12.777654	3.945767	6.9509077	13.743607	14.053558	21.262787	19.278673	16.134542	20.332506	6.8770127	10.284438	15.373005	49.826714	30.795897
201056_at	na	8.927068	41.31664	29.807491	48.682556	49.09049	75.853424	55.780922	43.97276	32.99031	44.36934	72.098564	38.123333	53.83024	28.453869	19.892557	60.563915	69.49034	25.098295	43.908665	36.451374	24.567863	16.230545	42.812645	55.426594	37.431587	51.15599	49.170113	45.172535	43.786777	49.075363	62.09747	19.385464
208509_s_at	na	16.068722	27.847416	36.49724	10.714821	13.478603	25.567379	23.89434	18.09006	3.383622	31.935452	32.189793	50.0433	22.068666	15.584691	37.34546	24.502203	3.1101816	6.6568956	21.896252	30.438778	29.840965	58.639385	37.30713	19.590433	46.15624	19.076723	27.774467	22.249159	41.37149	17.146814	38.423584	16.195452
211977_at	na	128.93236	54.3727	82.47868	125.31682	60.15714	60.682743	73.90766	70.55123	81.48889	117.00941	107.901505	89.60525	42.23337	67.17947	124.60998	71.23423	41.498707	64.050125	70.45134	66.23252	92.15945	90.8387	121.62847	79.67572	66.56068	77.82544	50.631924	86.164925	70.74448	82.89597	87.75452	99.87195
215127_s_at	na	18.109194	2.8095317	4.996142	4.0762906	21.707645	5.0922585	0.4119714	7.583909	2.7256956	10.994172	6.405112	1.4386164	8.827467	10.389794	0.7506625	15.906673	0.17772466	1.799161	2.38129	5.167076	2.1571782	8.638838	1.7385846	0.3583616	11.39834	3.3218174	0.93024534	4.5846753	8.726191	2.0103161	5.2057757	19.017385
203048_s_at	na	76.13513	49.33207	30.230894	81.87521	71.50754	73.41338	73.33091	60.671272	45.02097	78.13715	80.31025	50.146057	45.608578	81.22931	49.35606	91.88326	143.95697	101.11285	83.22899	32.223766	46.97855	60.079197	91.20325	79.79518	45.03048	66.05671	67.77502	115.15625	85.54784	64.92139	84.407936	42.942486
213164_at	na	250.34048	205.17844	96.1969	262.74606	273.5447	233.50125	197.08711	235.72739	141.83014	277.34106	225.65703	142.01198	213.84972	175.5639	172.27705	293.73004	218.33475	241.98715	257.87628	134.62582	144.4111	333.11884	191.82382	144.77808	175.19672	207.47124	148.0419	200.37727	155.27945	171.8229	211.94945	175.6961
208493_at	na	10.329893	2.1484652	2.1170094	3.2610326	4.398281	2.7583063	23.070398	4.244206	3.007664	4.973554	10.784677	2.2606828	2.2501385	4.2503705	6.1929655	3.2603738	2.9324567	7.646434	2.5555308	1.8789368	5.1532593	9.031513	3.8393743	2.0307157	3.2365656	3.2269084	3.8538737	3.2362413	4.6747446	3.192855	5.7015643	5.889255
215869_at	na	10.202363	3.1400647	2.032329	5.2409453	2.4119606	5.198347	3.4605596	2.783086	7.143202	2.748543	3.0656946	3.904816	3.2021203	3.660041	7.131294	5.7303543	5.154015	5.757315	2.1489692	3.476033	4.4342	6.8063574	8.910246	4.5392466	5.62881	4.8403625	13.687896	2.9665546	4.2072706	11.352373	5.3297234	10.551582
203733_at	na	41.70216	60.735462	67.32089	22.943695	8.654682	31.083992	58.33515	26.230587	45.02097	34.81488	19.543804	54.564663	23.539911	47.93473	42.97543	85.856514	39.6326	76.91413	54.769672	40.209248	5.8723187	48.42985	54.76541	45.153557	48.689205	43.847992	47.442513	55.420628	69.96535	43.753937	20.079422	30.059738
213209_at	na	40.044273	33.631744	43.610394	70.46159	81.7229	72.24641	54.380222	46.060074	54.04396	58.76647	64.7628	58.366722	38.425446	63.28329	35.65647	50.683994	47.630207	26.71754	57.731762	38.800045	84.729164	67.40912	66.645744	45.273014	24.766764	41.19054	50.764816	60.409836	51.266373	52.74123	49.826714	80.60918
206005_s_at	na	11.477658	1.156866	5.8429456	12.578269	8.370922	29.280485	1.4007027	7.7926407	1.5978215	1.5705961	11.6058445	4.007574	12.289218	21.01572	2.4396532	6.619547	2.3104205	2.6987414	2.6716912	1.691043	2.5167077	2.4869382	12.0976515	12.303748	18.434353	1.6134542	2.6578438	2.4271808	15.50457	7.449995	18.09627	1.5950065
218578_at	na	55.092762	57.678032	17.274796	7.1043925	13.478603	82.961365	39.30207	49.260624	21.335617	9.816225	42.810234	38.739883	31.588484	33.058437	5.4423037	51.968384	44.520027	8.635973	41.00465	3.382086	13.062912	16.75411	54.692974	54.590416	77.8183	48.688354	40.133442	12.675278	67.627975	21.2857	22.806257	21.225855
201668_x_at	na	202.5169	118.57876	217.20515	273.69382	207.28674	145.76588	204.09062	170.11613	182.90356	144.62572	137.35406	105.22451	105.49689	165.05606	149.5695	192.65846	338.38773	204.83447	255.90157	262.76932	171.0163	137.43607	247.24121	436.9622	78.5219	126.03925	117.21091	206.9846	128.6334	173.24194	180.34296	217.65704
209845_at	na	102.53375	87.01285	70.708115	64.63832	57.177654	83.59791	83.135826	149.03426	54.88987	14.135365	77.02557	36.787476	91.39024	59.623253	3.7533126	70.83903	76.066154	59.192398	71.1483	59.938084	13.662128	65.83842	56.866203	44.078476	67.12356	66.81599	39.867657	42.340824	119.36182	56.052345	45.73646	47.727505
204550_x_at	na	39.406628	78.91478	71.47024	163.40103	103.004906	123.69943	79.84006	116.9592	91.827736	60.46795	91.97084	57.75017	78.92793	180.28654	106.21874	184.95212	208.38216	203.03531	118.1933	89.90712	59.921616	120.42017	256.44122	183.36168	52.20721	46.695263	73.223595	86.97398	234.6722	81.12216	100.76895	90.66999
204427_s_at	na	380.67566	221.37456	249.04498	185.64592	153.51419	310.62772	272.72507	106.94008	137.7886	155.35812	130.94896	158.2478	50.108856	266.00235	83.51121	440.05167	286.8476	246.57501	304.2243	209.5954	400.5161	169.2427	240.06955	336.2626	154.79227	155.55597	319.33994	377.69632	202.26064	200.20383	231.78098	166.61684
218639_s_at	na	5.3562403	8.924395	3.4718952	6.0562034	9.505962	11.881935	5.6852055	10.784458	5.169422	7.85298	3.9416072	8.734457	5.5388026	5.431029	12.0106	6.817146	5.598327	5.847273	5.3433824	10.240205	8.029496	11.125776	11.445682	2.2696233	7.5988936	9.016362	4.119658	9.708723	3.194409	5.6761866	3.222623	6.011948
204728_s_at	na	50.629227	25.120518	9.568882	37.851273	41.85461	62.698425	45.06967	32.075066	32.33239	49.081127	25.839426	25.48406	18.001108	23.258972	3.565647	38.92689	15.195458	26.897455	22.767456	13.434398	35.59344	30.628609	30.207907	23.532412	21.811638	14.900724	18.07334	37.621304	25.321535	52.85949	35.69675	28.955503
220575_at	na	8.161891	15.948222	22.8637	24.80714	39.72641	20.050766	13.1830845	14.472047	12.970551	14.004481	36.843082	32.471626	22.501387	1.534856	37.533127	18.87065	15.195458	12.9539585	15.681665	19.071207	7.310437	38.220318	4.9984307	32.133087	1.2664822	5.6945443	30.83099	5.798266	23.29581	2.4833314	29.623344	59.383324
216047_x_at	na	74.34972	6.2801294	19.984568	54.272896	36.46317	37.237137	25.542227	15.585281	7.237191	34.945763	28.30293	6.7820487	27.088207	25.502224	26.273188	25.095	5.5094643	11.784505	6.9696293	33.82086	28.762375	83.77055	22.52916	31.774727	5.2066493	54.00326	21.395643	10.517784	64.667305	16.555544	47.719612	52.021755
204263_s_at	na	24.6132	206.41794	82.22464	105.75063	96.90407	138.02142	69.04641	75.69994	81.77087	87.42985	132.0986	93.30455	54.69568	87.72293	16.514576	167.36586	104.057785	78.44341	98.85258	149.84521	78.85685	94.503654	37.379566	76.56992	56.006657	50.87126	123.855515	129.85419	19.945578	16.792051	47.84356	20.12162
217876_at	na	7.7793016	3.9663975	2.455731	3.4939635	5.958961	7.001855	4.6964736	2.3656232	5.5453806	3.5338411	4.7627754	5.240674	3.4617517	4.2503705	3.3779812	3.2603738	7.1089864	5.0376506	4.007537	4.603395	5.8723187	6.5445747	4.2015796	4.6587005	2.3922443	2.8472722	2.9236283	5.663422	3.350234	4.375394	3.222623	3.4353986
213995_at	na	28.056498	85.69071	36.58192	52.40945	26.673445	40.31371	47.706287	88.22383	50.002415	38.610485	63.503674	36.890236	72.86987	47.580536	38.471455	48.90561	82.64197	51.366043	64.58523	65.950676	22.170998	46.073807	68.38433	61.04092	52.629375	41.475266	51.163494	61.62343	67.23842	47.065044	24.169674	25.888184
202572_s_at	na	45.655575	26.277382	51.062263	62.42548	40.57769	105.98262	57.5936	58.09692	50.56635	41.620792	97.28106	59.08603	42.319916	43.802425	38.65912	79.13817	55.36123	65.03967	36.474392	51.29497	51.17306	55.628883	87.943405	37.98633	32.224937	65.48726	55.01737	67.42169	47.76031	70.59757	51.31408	65.39527
205032_at	na	10.840011	26.855816	33.364067	37.61834	49.516136	49.543427	29.826729	20.942722	22.46349	61.122364	34.489063	26.81992	20.77051	44.03856	43.163094	22.921417	20.349474	40.12129	19.863443	25.083807	44.341995	43.32508	36.00319	18.395893	6.191691	31.509813	36.678246	45.037693	26.490221	17.97459	58.874847	45.028263
201697_s_at	na	5.1011815	211.87172	210.76944	151.87094	143.86636	446.2091	227.3258	339.7452	202.35939	170.67143	307.39062	201.30353	235.1395	153.01334	90.0795	349.7492	400.23593	357.3134	290.1108	321.39215	188.51341	193.7194	240.35931	285.6142	219.80502	222.9414	215.41824	342.77188	223.68654	220.89827	132.62334	134.7167
